ID RUTA,Mes,Año,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compañia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito
,Octubre,2014,PL,TM,HUEJOTZINGO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$18,673.95",22,2.55,$13.72,20
,Octubre,2014,PL,TM,TEXMELUCAN,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$18,814.61",22,2.55,$13.72,20
,Octubre,2014,GT,TM,VILLAGRAN,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$14,599.25",22,2.55,$13.72,20
,Octubre,2014,CH,GT,CHIHUAHUA,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$35,700.00",22,2.55,$13.72,24
,Octubre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,320.00",22,2.55,$13.72,1
,Octubre,2014,TM,NL,NUEVO LAREDO,GARCIA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,184.00",22,2.55,$13.72,4
,Octubre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,314.28",22,2.55,$13.72,1
,Octubre,2014,QO,EM,QUERETARO,TLALNEPANTLA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$7,018.98",22,2.55,$13.72,4
,Octubre,2014,CO,TM,SALTILLO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,247.28",22,2.55,$13.72,6
,Octubre,2014,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$7,288.14",22,2.55,$13.72,6
,Octubre,2014,SP,SP,VILLA DE REYES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,314.28",22,2.55,$13.72,1
,Octubre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$22,464.00",22,2.55,$13.72,15
,Octubre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$29,376.00",22,2.55,$13.72,16
,Octubre,2014,CO,TM,PIEDRAS NEGRAS,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$7,069.92",22,2.55,$13.72,5
,Octubre,2014,CH,TM,CHIHUAHUA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$32,008.80",22,2.55,$13.72,26
,Octubre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$10,408.80",22,2.55,$13.72,6
,Octubre,2014,VZ,SP,ORIZABA,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$20,728.80",22,2.55,$13.72,20
,Octubre,2014,DF,SP,COYOACAN,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,941.20",22,2.55,$13.72,8
,Octubre,2014,DF,SP,CIUDAD DE MEXICO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,039.60",22,2.55,$13.72,8
,Octubre,2014,NL,TM,ESCOBEDO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$8,640.00",22,2.55,$13.72,4
,Octubre,2014,GT,TM,SILAO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$29,376.00",22,2.55,$13.72,20
,Octubre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$9,920.80",22,2.55,$13.72,6
,Octubre,2014,SR,CO,GUAYMAS,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$42,545.50",22,2.55,$13.72,48
,Octubre,2014,NL,CO,APODACA,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,654.33",22,2.55,$13.72,2
,Octubre,2014,NL,CO,APODACA,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,019.89",22,2.55,$13.72,2
,Octubre,2014,GT,AG,CELAYA,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,515.20",22,2.55,$13.72,4
,Octubre,2014,SP,AG,SAN LUIS POTOSI,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,806.08",22,2.55,$13.72,3
,Octubre,2014,AG,SP,AGUASCALIENTES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,220.80",22,2.55,$13.72,4
,Octubre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$9,600.00",22,2.55,$13.72,16
,Octubre,2014,PL,TM,PUEBLA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$37,152.00",22,2.55,$13.72,20
,Octubre,2014,NL,NL,APODACA,APODACA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,440.00",22,2.55,$13.72,1
,Octubre,2014,EM,NL,TOLUCA,APODACA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$24,785.79",22,2.55,$13.72,26
,Octubre,2014,EM,NL,TOLUCA,APODACA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$13,195.10",22,2.55,$13.72,26
,Octubre,2014,PL,QO,HUEJOTZINGO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$10,233.03",22,2.55,$13.72,4
,Octubre,2014,QO,AG,QUERETARO,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$9,217.41",22,2.55,$13.72,6
,Octubre,2014,QO,EM,QUERETARO,TLALNEPANTLA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,753.16",22,2.55,$13.72,4
,Octubre,2014,QO,EM,QUERETARO,TLALNEPANTLA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$7,513.76",22,2.55,$13.72,4
,Octubre,2014,EM,QO,TLALNEPANTLA,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,753.16",22,2.55,$13.72,3
,Octubre,2014,QO,EM,QUERETARO,TOLUCA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,953.52",22,2.55,$13.72,4
,Octubre,2014,EM,QO,TOLUCA,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,134.49",22,2.55,$13.72,3
,Octubre,2014,NL,CO,APODACA,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$3,593.61",22,2.55,$13.72,2
,Octubre,2014,CO,EM,SALTILLO,TLALNEPANTLA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$21,600.00",22,2.55,$13.72,18
,Octubre,2014,SP,AG,SAN LUIS POTOSI,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,480.00",22,2.55,$13.72,3
,Octubre,2014,SP,DF,SAN LUIS POTOSI,CIUDAD DE MEXICO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,960.00",22,2.55,$13.72,9
,Octubre,2014,CO,AG,SALTILLO,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$17,400.00",22,2.55,$13.72,6
,Octubre,2014,CO,CO,SALTILLO,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$1,800.00",22,2.55,$13.72,1
,Octubre,2014,SP,EM,SAN LUIS POTOSI,LERMA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,760.00",22,2.55,$13.72,9
,Octubre,2014,SP,DF,SAN LUIS POTOSI,CIUDAD DE MEXICO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,540.00",22,2.55,$13.72,9
,Octubre,2014,SP,SR,VILLA DE REYES,NACOZARI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$59,132.16",22,2.55,$13.72,40
,Octubre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,232.00",22,2.55,$13.72,6
,Octubre,2014,QO,TM,SAN JUAN DEL RIO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$27,931.20",22,2.55,$13.72,16
,Octubre,2014,GT,CH,CELAYA,CHIHUAHUA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$28,270.44",22,2.55,$13.72,30
,Octubre,2014,GT,SP,CELAYA,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,514.80",22,2.55,$13.72,5
,Octubre,2014,AG,GT,AGUASCALIENTES,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,120.00",22,2.55,$13.72,6
,Octubre,2014,CH,CH,CIUDAD JUAREZ,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$1,723.08",22,2.55,$13.72,1
,Octubre,2014,QO,DF,QUERETARO,CIUDAD DE MEXICO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,280.00",22,2.55,$13.72,6
,Octubre,2014,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,400.00",22,2.55,$13.72,2
,Octubre,2014,SP,GT,SAN LUIS POTOSI,SAN FELIPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,492.80",22,2.55,$13.72,3
,Octubre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$3,542.40",22,2.55,$13.72,3
,Octubre,2014,GT,SP,SILAO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,823.36",22,2.55,$13.72,4
,Octubre,2014,GT,SP,SILAO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$3,542.40",22,2.55,$13.72,4
,Octubre,2014,EM,QO,ECATEPEC,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$8,735.96",22,2.55,$13.72,3
,Octubre,2014,AG,QO,SAN FRANCISCO DE LOS ROMOS,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$11,842.74",22,2.55,$13.72,4
,Octubre,2014,PL,QO,CUAUTLANCINGO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,326.05",22,2.55,$13.72,6
,Octubre,2014,EM,QO,TOLUCA,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$7,232.66",22,2.55,$13.72,3
,Octubre,2014,QO,NL,QUERETARO,COLOMBIA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,000.00",22,2.55,$13.72,20
,Octubre,2014,EM,CO,TECAMAC,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$24,000.00",22,2.55,$13.72,26
,Octubre,2014,GT,TM,IRAPUATO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$27,648.00",22,2.55,$13.72,20
,Octubre,2014,QO,PL,QUERETARO,PUEBLA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$14,640.00",22,2.55,$13.72,9
,Octubre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$2,046.30",22,2.55,$13.72,1
,Octubre,2014,EM,TM,TOLUCA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$36,288.00",22,2.55,$13.72,24
,Octubre,2014,NL,SR,APODACA,HERMOSILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$50,484.67",22,2.55,$13.72,40
,Octubre,2014,CH,CO,CIUDAD JUAREZ,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$32,160.00",22,2.55,$13.72,24
,Octubre,2014,QO,QO,QUERETARO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$2,626.56",22,2.55,$13.72,1
,Octubre,2014,TM,QO,NUEVO LAREDO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,867.77",22,2.55,$13.72,16
,Octubre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,724.99",22,2.55,$13.72,16
,Octubre,2014,SP,GT,SAN LUIS POTOSI,IRAPUATO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$3,801.60",22,2.55,$13.72,3
,Octubre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,270.40",22,2.55,$13.72,3
,Octubre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,838.40",22,2.55,$13.72,3
,Octubre,2014,SP,SR,VILLA DE REYES,CD. OBREGON,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$63,072.00",22,2.55,$13.72,36
,Octubre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,232.00",22,2.55,$13.72,6
,Octubre,2014,TM,NL,NUEVO LAREDO,APODACA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,529.60",22,2.55,$13.72,4
,Octubre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,441.60",22,2.55,$13.72,15
,Octubre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,184.00",22,2.55,$13.72,3
,Octubre,2014,ZS,TM,GUADALUPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$21,168.00",22,2.55,$13.72,16
,Octubre,2014,SP,SP,SAN LUIS POTOSI,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,332.80",22,2.55,$13.72,1
,Octubre,2014,NL,TM,ESCOBEDO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,529.60",22,2.55,$13.72,4
,Octubre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,960.00",22,2.55,$13.72,15
,Octubre,2014,TM,NL,NUEVO LAREDO,CIENEGA DE FLORES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,011.20",22,2.55,$13.72,4
,Octubre,2014,SP,GT,VILLA DE REYES,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,640.40",22,2.55,$13.72,4
,Octubre,2014,DG,TM,GOMEZ PALACIO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$13,824.00",22,2.55,$13.72,12
,Octubre,2014,TM,EM,NUEVO LAREDO,CUAUTITLAN,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$15,600.00",22,2.55,$13.72,24
,Octubre,2014,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,670.00",22,2.55,$13.72,6
,Octubre,2014,SP,CO,VILLA DE REYES,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,840.00",22,2.55,$13.72,6
,Octubre,2014,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$14,640.00",22,2.55,$13.72,10
,Octubre,2014,AG,TM,AGUASCALIENTES,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$25,488.00",22,2.55,$13.72,14
,Octubre,2014,TM,GT,NUEVO LAREDO,LEON,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,000.00",22,2.55,$13.72,20
,Octubre,2014,JC,SP,GUADALAJARA,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,096.00",22,2.55,$13.72,9
,Octubre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$27,648.00",22,2.55,$13.72,16
,Octubre,2014,TM,NL,NUEVO LAREDO,APODACA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,896.00",22,2.55,$13.72,4
,Octubre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,923.20",22,2.55,$13.72,6
,Octubre,2014,CO,TM,TORREON,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,051.68",22,2.55,$13.72,10
,Octubre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,616.00",22,2.55,$13.72,6
,Octubre,2014,QO,SP,SANTA ROSA,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,200.00",22,2.55,$13.72,4
,Octubre,2014,CH,EM,CHIHUAHUA,LERMA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$43,800.00",22,2.55,$13.72,30
,Octubre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$23,893.01",22,2.55,$13.72,16
,Octubre,2014,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$8,565.70",22,2.55,$13.72,6
,Octubre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$7,565.70",22,2.55,$13.72,6
,Octubre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$18,840.00",22,2.55,$13.72,6
,Octubre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$10,371.90",22,2.55,$13.72,6
,Octubre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,232.00",22,2.55,$13.72,6
,Octubre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$11,400.00",22,2.55,$13.72,15
,Octubre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$11,400.00",22,2.55,$13.72,16
,Octubre,2014,SP,JC,SAN LUIS POTOSI,GUADALAJARA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$16,416.00",22,2.55,$13.72,6
,Octubre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,739.20",22,2.55,$13.72,6
,Octubre,2014,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$9,780.00",22,2.55,$13.72,4
,Octubre,2014,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,912.00",22,2.55,$13.72,6
,Octubre,2014,JC,TM,EL SALTO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$20,736.00",22,2.55,$13.72,20
,Octubre,2014,GT,GT,APASEO EL GRANDE,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$4,164.00",22,2.55,$13.72,3
,Octubre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,588.00",22,2.55,$13.72,6
,Octubre,2014,CH,GT,CIUDAD JUAREZ,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$40,137.51",22,2.55,$13.72,30
,Octubre,2014,CH,CH,CIUDAD JUAREZ,DELICIAS,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$7,603.20",22,2.55,$13.72,7
,Octubre,2014,CH,CH,DELICIAS,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$7,603.20",22,2.55,$13.72,7
,Octubre,2014,SP,SP,SAN LUIS POTOSI,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,640.00",22,2.55,$13.72,1
,Octubre,2014,SP,QO,SAN LUIS POTOSI,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,720.00",22,2.55,$13.72,6
,Octubre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$24,917.76",22,2.55,$13.72,16
,Octubre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$15,897.60",22,2.55,$13.72,6
,Octubre,2014,CO,GT,RAMOS ARIZPE,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$15,600.00",22,2.55,$13.72,12
,Octubre,2014,BJ,CH,TIJUANA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$53,568.00",22,2.55,$13.72,28
,Octubre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$11,272.08",22,2.55,$13.72,15
,Octubre,2014,CH,CH,CHIHUAHUA,CHIHUAHUA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,440.00",22,2.55,$13.72,1
,Octubre,2014,QO,AG,QUERETARO,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,400.00",22,2.55,$13.72,6
,Octubre,2014,SP,AG,SAN LUIS POTOSI,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,720.00",22,2.55,$13.72,3
,Octubre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,765.59",22,2.55,$13.72,1
,Octubre,2014,TM,QO,NUEVO LAREDO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$31,104.00",22,2.55,$13.72,16
,Octubre,2014,SP,GT,VILLA DE REYES,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,880.00",22,2.55,$13.72,4
,Octubre,2014,SP,NL,VILLA DE REYES,MONTERREY,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$10,800.00",22,2.55,$13.72,9
,Octubre,2014,SP,JC,VILLA DE REYES,GUADALAJARA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$14,400.00",22,2.55,$13.72,9
